0	1.0	6.0	4.077480048706197
1	1.0	10.0	5.0
2	1.0	12.0	4.642307809870463
3	1.0	14.0	4.075025411040185
4	1.0	17.0	3.8898982591540965
5	1.0	20.0	3.7500529581431565
6	1.0	23.0	3.531035718397064
7	1.0	24.0	2.71685139230796
8	1.0	27.0	2.7532093421450288
9	1.0	31.0	3.706201348841288
10	1.0	33.0	2.3301668936586526
11	1.0	36.0	2.047131570329948
12	1.0	39.0	4.056455202915953
13	1.0	44.0	2.23473080954077
14	1.0	47.0	5.0
15	1.0	49.0	5.0
16	1.0	51.0	3.7181658046375574
17	1.0	53.0	3.301789263938894
18	1.0	54.0	2.6736173039334554
19	1.0	56.0	3.6343890290112535
20	1.0	60.0	5.0
21	1.0	61.0	5.0
22	1.0	62.0	2.7069382046990653
23	1.0	64.0	4.762145332053292
24	1.0	65.0	1.9179303431569719
25	1.0	67.0	3.7292411684599394
26	1.0	69.0	3.9956102243479785
27	1.0	70.0	3.4840644834600374
28	1.0	72.0	3.694783252064887
29	1.0	73.0	4.631813099441932
30	1.0	74.0	2.2503674535982654
31	1.0	76.0	5.0
32	1.0	78.0	4.456583668295079
33	1.0	80.0	3.1616184318267955
34	1.0	81.0	2.6467682567566815
35	1.0	82.0	3.9092734214727294
36	1.0	84.0	4.91116472517031
37	1.0	85.0	2.950712142509512
38	1.0	86.0	4.478269783041755
39	1.0	90.0	2.274431956656821
40	1.0	91.0	2.6416017341057345
41	1.0	92.0	4.722772001367086
42	1.0	96.0	3.8441781838268696
43	1.0	97.0	4.064088141675439
44	1.0	98.0	3.694805074598553
45	1.0	100.0	4.069285873853131
46	1.0	102.0	3.439390682793269
47	1.0	103.0	5.0
48	1.0	104.0	1.9617235415145056
49	1.0	107.0	1.200271927981503
50	1.0	108.0	1.2812292807389498
51	1.0	112.0	4.655437516921043
52	1.0	113.0	2.360892687565645
53	1.0	114.0	5.0
54	1.0	117.0	3.4804890677275324
55	1.0	118.0	3.1417722400264516
56	1.0	120.0	3.252201909857283
57	1.0	121.0	3.331835682885571
58	1.0	125.0	3.4519031426332885
59	1.0	128.0	4.285019960891515
60	1.0	129.0	5.0
61	1.0	130.0	1.6812190008416177
62	1.0	132.0	3.8369768738986867
63	1.0	134.0	4.022987384007373
64	1.0	140.0	4.410154013471856
65	1.0	143.0	3.489806983431934
66	1.0	145.0	3.1147681631521387
67	1.0	148.0	0.7422062818397717
68	1.0	150.0	3.400452785259103
69	1.0	151.0	3.678309466793916
70	1.0	154.0	3.389898029325068
71	1.0	155.0	1.826019772979745
72	1.0	157.0	2.5600272764194845
73	1.0	159.0	4.6791086148104215
74	1.0	160.0	4.263306257509125
75	1.0	161.0	2.6822962201433556
76	1.0	163.0	3.0522843572756826
77	1.0	164.0	4.216858839545018
78	1.0	170.0	4.16443622659131
79	1.0	171.0	1.1979240572890943
80	1.0	174.0	4.292889960919971
81	1.0	175.0	3.618940514628169
82	1.0	177.0	4.059845294502613
83	1.0	180.0	4.487733256788338
84	1.0	183.0	3.916219173092122
85	1.0	184.0	3.84336678740704
86	1.0	185.0	4.181415608938644
87	1.0	186.0	3.6585938462877317
88	1.0	188.0	3.4601362633614445
89	1.0	189.0	3.2802899327600583
90	1.0	190.0	3.0411859282647495
91	1.0	193.0	4.503836076847233
92	1.0	196.0	3.337072834978127
93	1.0	200.0	3.989777546471271
94	1.0	201.0	4.928319357845135
95	1.0	202.0	3.4198606627090733
96	1.0	206.0	5.0
97	1.0	208.0	3.7120239960173986
98	1.0	209.0	3.9128539304376835
99	1.0	210.0	3.5101396718987132
100	1.0	212.0	1.6707195997831281
101	1.0	213.0	4.051405668128958
102	1.0	214.0	1.7394039378736263
103	1.0	215.0	2.6817557374437366
104	1.0	218.0	4.6178247366103955
105	1.0	219.0	1.247196910916039
106	1.0	221.0	3.8495077171593355
107	1.0	222.0	3.064568037080677
108	1.0	224.0	3.20699361665584
109	1.0	225.0	0.887000890239424
110	1.0	226.0	4.452657964426531
111	1.0	227.0	3.729225522730945
112	1.0	228.0	3.7101759245471664
113	1.0	229.0	2.210444792971738
114	1.0	230.0	3.8471792653088985
115	1.0	232.0	4.287175441538129
116	1.0	233.0	1.3394342088216056
117	1.0	235.0	3.1159008269147908
118	1.0	236.0	5.0
119	1.0	241.0	5.0
120	1.0	242.0	4.3459402658650825
121	1.0	243.0	3.938760131549314
122	1.0	248.0	4.128851349528997
123	1.0	250.0	4.439687055517432
124	1.0	252.0	3.3730609187076737
125	1.0	253.0	5.0
126	1.0	254.0	3.591415934218448
127	1.0	255.0	3.3798244135185604
128	1.0	258.0	4.188126907948399
129	1.0	259.0	2.8693984607952108
130	1.0	260.0	2.548323229166929
131	1.0	262.0	1.1046244927169713
132	1.0	264.0	0.5126260224432478
133	1.0	265.0	2.151645656786691
134	1.0	266.0	3.0583874960779784
135	1.0	267.0	5.0
136	1.0	272.0	3.5964618979037137
137	2.0	13.0	2.702109358460342
138	2.0	19.0	1.8427968923158682
139	2.0	50.0	4.167103561720878
140	2.0	251.0	3.190998331662549
141	2.0	257.0	3.206514882695669
142	2.0	279.0	0.0
143	2.0	280.0	0.32580187449586206
144	2.0	281.0	3.602338186547648
145	2.0	290.0	2.0102378240264853
146	2.0	292.0	5.0
147	2.0	297.0	0.0
148	2.0	298.0	1.6907884727323776
149	2.0	299.0	4.109480061085752
150	2.0	301.0	2.7513704890684934
151	2.0	303.0	5.0
152	2.0	307.0	3.3402730239224825
153	2.0	308.0	2.9191827562233406
154	2.0	312.0	4.381486839886451
155	2.0	313.0	3.8913561156361722
156	2.0	314.0	4.347340791317618
157	2.0	315.0	3.661309999871215
158	2.0	316.0	5.0
159	3.0	245.0	4.329884934122663
160	3.0	264.0	2.2674087338764757
161	3.0	272.0	5.0
162	3.0	294.0	2.9469462182018216
163	3.0	299.0	2.0301188549889617
164	3.0	300.0	3.480195779563691
165	3.0	307.0	5.0
166	3.0	318.0	2.97222678019402
167	3.0	323.0	3.5110828380590138
168	3.0	324.0	2.8620417992483924
169	3.0	327.0	2.254656657650993
170	3.0	328.0	2.0537082019293957
171	3.0	330.0	0.0
172	3.0	331.0	0.7140159121526953
173	3.0	332.0	3.6613951464124637
174	3.0	334.0	5.0
175	3.0	335.0	0.0
